id_map;start;target;path_cost;bench_time;run_time;expanded;generated;heapops
London_0_512;(102, 124);(395, 345);396.66717554146385;196796;196796.6;173;191;363
London_0_512;(228, 158);(403, 421);316.5013222595291;121482;121482.0;50;62;111
London_0_512;(49, 319);(28, 180);140.57738082636197;70232;70232.7;23;30;52
London_0_512;(254, 424);(478, 485);233.71889766341636;61067;61067.7;18;25;42
London_0_512;(270, 414);(243, 387);38.18376618407357;8606;8606.8;10;15;24
London_0_512;(261, 168);(189, 412);254.8180004006341;143847;143847.0;32;44;75
London_0_512;(369, 156);(387, 19);160.74929708915693;190880;190880.3;140;160;299
London_0_512;(168, 395);(155, 509);114.73883387938018;52807;52807.1;6;10;15
London_0_512;(158, 230);(484, 138);343.1880716526949;178615;178615.4;132;169;290
London_0_512;(503, 355);(247, 246);294.5305775058976;151401;151401.2;93;119;207
London_0_512;(442, 102);(398, 391);350.4301239278658;1331467;1331467.8;507;592;1078
London_0_512;(387, 93);(387, 333);264.94599114174633;854838;854838.0;187;204;388
London_0_512;(323, 435);(327, 77);445.61312386243657;1171064;1171064.3;792;900;1663
London_0_512;(447, 183);(220, 221);232.09259932648365;32320;32320.3;31;40;70
London_0_512;(230, 479);(255, 102);421.24672776363485;812162;812162.8;393;470;840
London_0_512;(404, 341);(386, 508);169.21930738114605;100120;100120.1;13;23;35
London_0_512;(189, 502);(217, 52);457.96594790580036;484133;484133.3;218;266;475
London_0_512;(10, 62);(240, 176);278.25105872419925;341723;341723.5;318;334;651
London_0_512;(334, 376);(186, 146);290.4129509642679;399410;399410.9;150;197;338
London_0_512;(368, 339);(6, 217);395.61911631822454;165728;165728.0;56;83;138
London_0_512;(276, 197);(315, 148);84.61858030234346;74186;74186.0;44;61;104
London_0_512;(215, 491);(315, 311);205.91260281974002;83429;83429.9;22;31;52
London_0_512;(484, 150);(390, 115);157.76574912440003;309702;309702.1;264;324;571
London_0_512;(149, 486);(137, 395);91.7877987534291;47235;47235.3;23;28;50
London_0_512;(18, 157);(384, 165);440.7333669738473;174334;174334.4;72;84;155
London_0_512;(362, 186);(478, 480);380.32712879127473;2040479;2040479.5;644;724;1330
London_0_512;(193, 445);(220, 65);387.849044409118;724963;724963.1;166;210;368
London_0_512;(316, 362);(51, 357);265.04716561397146;37627;37627.5;3;7;9
London_0_512;(349, 463);(223, 362);161.48374531202822;118343;118343.6;22;28;49
London_0_512;(283, 268);(7, 368);293.69363293179674;158401;158401.0;19;27;45
London_0_512;(189, 497);(506, 395);367.8386197388013;153201;153201.5;82;95;176
London_0_512;(149, 281);(367, 461);332.590053787496;101852;101852.7;60;71;130
London_0_512;(56, 326);(452, 201);446.8717818023316;569929;569929.5;250;298;540
London_0_512;(54, 393);(315, 22);642.6717994830652;4212149;4212149.8;3072;3335;6246
London_0_512;(287, 127);(106, 52);214.8361689839532;219892;219892.0;254;266;519
London_0_512;(334, 228);(411, 170);111.76585287916201;76089;76089.0;23;35;57
London_0_512;(65, 373);(192, 344);130.26895255585654;50328;50328.0;6;11;16
London_0_512;(509, 358);(165, 497);386.51720353596886;135850;135850.3;60;72;131
London_0_512;(203, 246);(152, 78);189.62930850339347;186664;186664.0;58;92;144
London_0_512;(67, 135);(351, 299);349.61246559700226;218411;218411.0;121;140;260
London_0_512;(313, 300);(223, 165);166.90956069795564;150250;150250.9;38;58;95
London_0_512;(264, 51);(75, 226);748.8296303115087;5114280;5114280.9;2768;2984;5620
London_0_512;(332, 294);(501, 403);203.425844059429;110737;110737.2;21;36;56
London_0_512;(94, 500);(453, 349);509.1691339751996;307923;307923.5;112;135;246
London_0_512;(182, 105);(83, 465);398.4414084759112;561044;561044.4;284;324;607
London_0_512;(96, 394);(480, 306);415.4764213835239;160511;160511.2;82;113;194
London_0_512;(341, 287);(435, 42);273.6658497493032;146675;146675.8;49;68;116
London_0_512;(247, 183);(318, 327);162.86238752599422;100891;100891.6;15;24;38
London_0_512;(417, 432);(69, 268);419.1491807855118;290387;290387.6;74;95;168
