exp;path_found;alg;wallt_micro;runt_micro;expanded;generated;heapops;start;target;gridcost;realcost;map
1085;True;AnyaSearch;609974;609974.1;877;975;1812;(510,372);(349,50);434.95541076;405.07145752390886;London_0_512.map
1086;True;AnyaSearch;127660;127660.8;120;143;262;(297,407);(465,51);434.96046142;412.0484061840947;London_0_512.map
1087;True;AnyaSearch;115461;115461.3;123;145;267;(118,500);(427,316);433.01428528;403.5763412881424;London_0_512.map
1088;True;AnyaSearch;93258;93258.3;65;84;148;(426,109);(158,417);435.99704132;414.75283394272935;London_0_512.map
1089;True;AnyaSearch;300119;300119.3;527;595;1106;(400,277);(78,97);435.62950897;408.0346819392719;London_0_512.map
1090;True;AnyaSearch;318993;318993.0;334;380;713;(219,107);(51,469);433.8305191;421.9427440006213;London_0_512.map
1091;True;AnyaSearch;230027;230027.2;212;261;464;(123,448);(236,74);437.37467499;412.3086164526268;London_0_512.map
1092;True;AnyaSearch;61137;61137.3;23;33;55;(429,35);(223,387);437.32799377;407.84804062593014;London_0_512.map
1093;True;AnyaSearch;112812;112812.8;81;118;198;(273,355);(59,12);439.8427124;417.51307336858474;London_0_512.map
1094;True;AnyaSearch;538683;538683.0;319;408;685;(182,70);(455,367);436.68333282;420.37213119505896;London_0_512.map
1095;True;AnyaSearch;58520;58520.9;19;27;45;(368,131);(125,469);438.65389557;416.2847583085405;London_0_512.map
1096;True;AnyaSearch;203475;203475.2;167;198;363;(154,459);(60,96);438.38686828;408.37229328286367;London_0_512.map
1097;True;AnyaSearch;457131;457131.6;439;522;941;(473,371);(149,158);439.58282776;426.72259637507443;London_0_512.map
1098;True;AnyaSearch;100732;100732.6;77;92;168;(4,126);(189,487);438.21529541;410.25579022217244;London_0_512.map
1099;True;AnyaSearch;786402;786402.8;1211;1350;2496;(198,339);(320,96);438.41125488;415.71831003523283;London_0_512.map
1100;True;AnyaSearch;214855;214855.0;196;239;434;(207,473);(439,224);438.47012939;415.9973562140544;London_0_512.map
1101;True;AnyaSearch;459240;459240.4;537;581;1109;(46,167);(218,394);442.4213562;415.05926169314137;London_0_512.map
1102;True;AnyaSearch;360886;360886.1;201;227;427;(175,116);(174,510);440.32085113;414.32701392645976;London_0_512.map
1103;True;AnyaSearch;424562;424562.2;253;299;542;(367,112);(47,350);440.8427124;418.2699683810545;London_0_512.map
1104;True;AnyaSearch;150183;150183.0;164;193;356;(148,12);(288,376);440.85995636;412.77475206266854;London_0_512.map
1105;True;AnyaSearch;190797;190797.3;119;147;265;(120,75);(280,442);442.64675293;415.56619902106;London_0_512.map
1106;True;AnyaSearch;121090;121090.6;81;95;175;(411,94);(301,489);441.7350647;422.37145594729293;London_0_512.map
1107;True;AnyaSearch;109220;109220.9;117;142;257;(93,243);(358,504);443.40411224;416.6935377458364;London_0_512.map
1108;True;AnyaSearch;52517;52517.3;36;49;84;(47,320);(422,162);442.20310211;414.72657903603067;London_0_512.map
1109;True;AnyaSearch;428044;428044.9;731;777;1497;(295,34);(225,78);442.19805145;420.81224400821026;London_0_512.map
1110;True;AnyaSearch;78345;78345.5;66;80;145;(432,106);(124,401);441.90872955;430.7715191896061;London_0_512.map
1111;True;AnyaSearch;578386;578386.1;884;947;1809;(269,53);(413,212);446.73001404;419.7141853496749;London_0_512.map
1112;True;AnyaSearch;400042;400042.4;474;545;1004;(363,441);(355,70);447.83556976;423.5591612225725;London_0_512.map
1113;True;AnyaSearch;173973;173973.4;137;167;303;(137,202);(471,362);444.03152923;417.0513517323168;London_0_512.map
1114;True;AnyaSearch;272350;272350.1;196;218;413;(358,57);(339,454);447.48023071;432.63705108681944;London_0_512.map
1115;True;AnyaSearch;67484;67484.5;45;54;98;(388,477);(34,271);447.5290039;415.9879365547461;London_0_512.map
1116;True;AnyaSearch;130771;130771.5;102;119;220;(24,169);(364,354);447.09040375;429.19648108435086;London_0_512.map
1117;True;AnyaSearch;273396;273396.8;286;337;615;(374,359);(54,151);447.28636322;417.8312456837868;London_0_512.map
1118;True;AnyaSearch;407804;407804.4;380;445;818;(397,451);(480,97);444.33809509;427.9051810794016;London_0_512.map
1119;True;AnyaSearch;188814;188814.2;253;317;557;(109,250);(498,115);447.26197662;421.56235224276315;London_0_512.map
1120;True;AnyaSearch;346817;346817.8;365;428;774;(504,142);(265,439);447.97265472;426.9701320890358;London_0_512.map
1121;True;AnyaSearch;77773;77773.4;31;41;71;(314,129);(160,504);448.73001404;416.22197056995213;London_0_512.map
1122;True;AnyaSearch;335042;335042.9;627;704;1314;(451,188);(57,98);451.98989868;426.16446273893325;London_0_512.map
