exp;path_found;alg;wallt_micro;runt_micro;expanded;generated;heapops;start;target;gridcost;realcost;map
Experiment #2412;False;AnyaSearch;20448.4;20448.4;2;2;3;(738,733);(17,572);968.423;-1;AcrosstheCape.map
Experiment #2413;False;AnyaSearch;11966.2;11966.2;2;2;3;(135,322);(643,621);970.82;-1;AcrosstheCape.map
Experiment #2414;False;AnyaSearch;24428.1;24428.1;3;3;5;(708,14);(363,688);968.477;-1;AcrosstheCape.map
Experiment #2415;False;AnyaSearch;20287.3;20287.3;2;2;3;(74,62);(659,156);969.732;-1;AcrosstheCape.map
Experiment #2416;False;AnyaSearch;121800.8;121800.8;100;107;199;(57,55);(653,468);971.105;-1;AcrosstheCape.map
Experiment #2417;False;AnyaSearch;21587.1;21587.1;8;8;15;(54,675);(751,308);968.725;-1;AcrosstheCape.map
Experiment #2418;False;AnyaSearch;50064.9;50064.9;71;71;141;(339,6);(680,748);969.389;-1;AcrosstheCape.map
Experiment #2419;False;AnyaSearch;24123.6;24123.6;2;2;3;(98,726);(700,160);971.987;-1;AcrosstheCape.map
Experiment #2420;False;AnyaSearch;16640.9;16640.9;2;2;3;(739,749);(346,28);971.685;-1;AcrosstheCape.map
Experiment #2421;False;AnyaSearch;82508.1;82508.1;16;17;31;(17,345);(657,290);973.548;-1;AcrosstheCape.map
Experiment #2422;False;AnyaSearch;56145.3;56145.3;24;24;47;(76,748);(659,626);972.026;-1;AcrosstheCape.map
Experiment #2423;False;AnyaSearch;60853.1;60853.1;41;41;81;(698,164);(83,81);972.732;-1;AcrosstheCape.map
Experiment #2424;False;AnyaSearch;28284.5;28284.5;14;14;27;(170,248);(731,299);974.021;-1;AcrosstheCape.map
Experiment #2425;False;AnyaSearch;21098.3;21098.3;11;11;21;(140,304);(679,268);972.477;-1;AcrosstheCape.map
Experiment #2426;False;AnyaSearch;4021.7;2011.1;1;1;1;(101,134);(685,81);972.318;-1;AcrosstheCape.map
Experiment #2427;False;AnyaSearch;68582.2;68582.2;42;42;83;(668,749);(48,319);972.24;-1;AcrosstheCape.map
Experiment #2428;False;AnyaSearch;12241.8;12241.8;4;4;7;(189,688);(664,40);974.904;-1;AcrosstheCape.map
Experiment #2429;False;AnyaSearch;167991.5;167991.5;28;28;55;(722,235);(69,100);975.418;-1;AcrosstheCape.map
Experiment #2430;False;AnyaSearch;12220.4;12220.4;2;2;3;(693,328);(185,615);973.815;-1;AcrosstheCape.map
Experiment #2431;False;AnyaSearch;60627.4;60627.4;27;27;53;(64,254);(736,739);978.418;-1;AcrosstheCape.map
Experiment #2432;False;AnyaSearch;16289.9;16289.9;5;5;9;(671,71);(8,591);978.543;-1;AcrosstheCape.map
Experiment #2433;False;AnyaSearch;20939.8;20939.8;2;2;3;(741,760);(93,231);976.159;-1;AcrosstheCape.map
Experiment #2434;False;AnyaSearch;116283.3;116283.3;36;37;71;(10,173);(698,126);979.129;-1;AcrosstheCape.map
Experiment #2435;False;AnyaSearch;63451.4;63451.4;42;46;83;(692,604);(23,67);976.656;-1;AcrosstheCape.map
Experiment #2436;False;AnyaSearch;74117.2;74117.2;48;51;95;(82,504);(660,347);977.975;-1;AcrosstheCape.map
Experiment #2437;False;AnyaSearch;123227.0;123227.0;56;56;111;(665,707);(7,233);976.85;-1;AcrosstheCape.map
Experiment #2438;False;AnyaSearch;15534.3;15534.3;2;2;3;(757,52);(14,360);976.075;-1;AcrosstheCape.map
Experiment #2439;False;AnyaSearch;16837.8;16837.8;2;2;3;(745,23);(463,744);978.159;-1;AcrosstheCape.map
Experiment #2440;False;AnyaSearch;101454.5;101454.5;43;43;85;(52,207);(763,94);979.342;-1;AcrosstheCape.map
