exp;path_found;alg;wallt_micro;runt_micro;expanded;generated;heapops;start;target;gridcost;realcost;map
1578;True;AnyaSearch;2470199;2470199.0;2579;3780;5435;(343,4);(59,440);631.18585815;584.8403230717402;16room_004.map
1579;True;AnyaSearch;1545828;1545828.1;1602;2365;3507;(477,94);(115,445);629.98484802;573.4277391986783;16room_004.map
1580;True;AnyaSearch;2274948;2274948.5;2477;3643;5240;(95,330);(506,29);631.42849884;575.8041937962263;16room_004.map
1581;True;AnyaSearch;1465635;1465635.1;1574;2315;3395;(506,168);(72,478);633.32799377;579.6380197914345;16room_004.map
1582;True;AnyaSearch;1574881;1574881.6;1634;2423;3563;(373,475);(136,3);635.75945129;587.3290144514506;16room_004.map
1583;True;AnyaSearch;2161836;2161836.3;2217;3292;4751;(340,49);(44,486);635.49956665;581.7561917905474;16room_004.map
1584;True;AnyaSearch;1792833;1792833.9;1920;2845;4142;(375,428);(60,46);635.98484802;583.7786911554326;16room_004.map
1585;True;AnyaSearch;2223063;2223063.6;2344;3415;4972;(138,506);(481,100);635.25692596;580.7349739930564;16room_004.map
1586;True;AnyaSearch;3365379;3365379.8;3668;5302;7585;(55,425);(405,105);632.1564209;580.54483224538;16room_004.map
1587;True;AnyaSearch;1811645;1811645.6;1897;2785;4092;(69,501);(293,13);632.11479034;585.7832735183047;16room_004.map
1588;True;AnyaSearch;3503880;3503880.3;3822;5594;7947;(54,145);(435,487);632.57063446;586.0942779769849;16room_004.map
1589;True;AnyaSearch;1490041;1490041.3;1556;2266;3375;(435,45);(95,455);633.71277008;579.3788597436422;16room_004.map
1590;True;AnyaSearch;1992266;1992266.1;2085;3067;4490;(117,506);(481,121);633.60007171;576.5690111542641;16room_004.map
1591;True;AnyaSearch;2822692;2822692.0;2991;4368;6278;(184,476);(452,25);639.65894623;585.4246341948024;16room_004.map
1592;True;AnyaSearch;2039933;2039933.4;2172;3117;4625;(428,484);(1,179);638.45793609;584.2523416574262;16room_004.map
1593;True;AnyaSearch;2153075;2153075.9;2230;3204;4771;(254,508);(450,11);637.07315979;588.5024992519627;16room_004.map
1594;True;AnyaSearch;3561210;3561210.6;3870;5639;7992;(45,98);(372,466);639.21529541;586.5761903305632;16room_004.map
1595;True;AnyaSearch;1597005;1597005.0;1670;2500;3639;(311,2);(53,484);638.11479034;589.4944536763057;16room_004.map
1596;True;AnyaSearch;1891167;1891167.0;2012;2898;4285;(99,382);(500,22);639.44069214;584.9686618528904;16room_004.map
1597;True;AnyaSearch;2050567;2050567.1;2278;3307;4829;(4,129);(509,310);638.21529541;589.4972991810916;16room_004.map
1598;True;AnyaSearch;1773148;1773148.3;1976;2835;4174;(2,38);(506,204);637.08535309;585.6458561278952;16room_004.map
1599;True;AnyaSearch;2340905;2340905.1;2479;3664;5288;(141,22);(495,420);636.60007171;583.3306313240444;16room_004.map
1600;True;AnyaSearch;2345747;2345747.3;2512;3611;5257;(493,507);(31,284);637.31580047;585.8383374855684;16room_004.map
1601;True;AnyaSearch;1765622;1765622.9;1884;2725;4041;(511,442);(49,165);641.70057678;591.9184015144779;16room_004.map
