exp;path_found;alg;wallt_micro;runt_micro;expanded;generated;heapops;start;target;gridcost;realcost;map
1367;True;AnyaSearch;7347056;7347056.9;11579;31018;34026;(23,3);(150,494);544.19090881;507.92839859009194;random512-10-1.map
1368;True;AnyaSearch;3801573;3801573.1;6462;16802;18351;(80,375);(499,83);546.39401092;511.65563908402635;random512-10-1.map
1369;True;AnyaSearch;7038124;7038124.4;11915;31372;34718;(11,469);(265,29);546.38181762;509.0427810739935;random512-10-1.map
1370;True;AnyaSearch;2786681;2786681.7;5163;13236;14627;(478,360);(0,201);544.4457428;504.53385747599503;random512-10-1.map
1371;True;AnyaSearch;6255285;6255285.4;10607;27522;30645;(381,444);(55,39);551.16356353;521.0834227991068;random512-10-1.map
1372;True;AnyaSearch;4469600;4469600.4;7698;20285;22182;(56,402);(464,77);551.99199066;522.6152349127422;random512-10-1.map
1373;True;AnyaSearch;8388746;8388746.0;14532;38031;41110;(346,105);(5,495);550.5777771;519.2611163506278;random512-10-1.map
1374;True;AnyaSearch;6961360;6961360.7;11839;30879;33603;(436,383);(71,12);551.47727203;521.6742084932215;random512-10-1.map
1375;True;AnyaSearch;5367331;5367331.2;9124;23867;25123;(462,56);(22,317);551.62445831;512.7165705937175;random512-10-1.map
1376;True;AnyaSearch;4794734;4794734.5;8628;22467;23847;(510,96);(44,300);550.49956665;509.9904017723061;random512-10-1.map
1377;True;AnyaSearch;6157543;6157543.9;10796;28708;31671;(475,447);(162,35);548.09249572;518.4237665539902;random512-10-1.map
1378;True;AnyaSearch;7484127;7484127.4;13327;35040;38139;(130,453);(459,58);548.84985504;515.6653616255177;random512-10-1.map
1379;True;AnyaSearch;8442765;8442765.1;15699;41410;44995;(499,43);(279,502);550.12698364;510.2817022938946;random512-10-1.map
1380;True;AnyaSearch;2744545;2744545.4;4984;13110;14839;(23,12);(447,307);551.46507873;517.1683294448317;random512-10-1.map
1381;True;AnyaSearch;4411588;4410626.8;8323;21759;23152;(502,118);(39,341);555.36962433;515.0070896379927;random512-10-1.map
1382;True;AnyaSearch;4236797;4236797.0;7954;20868;24221;(459,15);(194,459);554.35238037;517.9054315318023;random512-10-1.map
1383;True;AnyaSearch;5079964;5079964.2;9281;24101;26609;(57,318);(498,48);555.18080749;518.144419075468;random512-10-1.map
1384;True;AnyaSearch;2832596;2832596.2;5625;14791;15822;(8,276);(498,428);552.96046142;513.7672701493893;random512-10-1.map
1385;True;AnyaSearch;6525218;6525218.2;10619;27627;31233;(246,39);(499,486);552.96760406;514.6922415122959;random512-10-1.map
1386;True;AnyaSearch;7637453;7637453.8;13133;34427;35401;(50,345);(476,52);553.80822448;518.4732269031877;random512-10-1.map
1387;True;AnyaSearch;2218365;2218365.8;4482;11699;12618;(4,385);(500,249);552.33304443;515.1009958386959;random512-10-1.map
1388;True;AnyaSearch;4926743;4926743.3;8564;22320;23970;(502,37);(48,273);553.51175995;512.7974392779367;random512-10-1.map
1389;True;AnyaSearch;5320032;5320032.9;9100;24001;27426;(329,70);(14,483);555.77878723;520.4120899853601;random512-10-1.map
1390;True;AnyaSearch;3838740;3838740.9;6518;17133;18990;(84,20);(454,391);553.54833984;524.831842878478;random512-10-1.map
1391;True;AnyaSearch;2675648;2675648.7;4610;12017;13391;(487,129);(15,335);557.91378021;515.8089664359331;random512-10-1.map
1392;True;AnyaSearch;5689498;5689498.7;8997;23728;25512;(470,417);(46,117);556.46507873;520.6221629655217;random512-10-1.map
1393;True;AnyaSearch;7452710;7452710.5;12468;32860;36655;(103,482);(337,22);557.51175995;517.1541830386391;random512-10-1.map
1394;True;AnyaSearch;8587083;8587083.4;14026;37097;40748;(419,6);(250,490);556.00209198;513.768519521218;random512-10-1.map
1395;True;AnyaSearch;6216990;6216990.8;10081;26553;30256;(255,23);(59,501);559.18585815;517.4715363219929;random512-10-1.map
1396;True;AnyaSearch;3411174;3411174.7;5596;14941;16896;(500,365);(95,34);556.16356353;523.821941479517;random512-10-1.map
1397;True;AnyaSearch;5067317;5067317.3;9427;24398;25540;(497,219);(31,1);556.29855652;515.4632182094896;random512-10-1.map
1398;True;AnyaSearch;4482210;4482210.3;8244;20988;22761;(16,96);(478,328);558.68333282;518.0259383982848;random512-10-1.map
1399;True;AnyaSearch;8412142;8412142.5;14739;39237;41728;(110,79);(473,462);559.13412628;528.9607808007909;random512-10-1.map
1400;True;AnyaSearch;5856662;5856662.5;10018;26102;28229;(31,317);(447,1);556.84985504;523.785295532112;random512-10-1.map
1401;True;AnyaSearch;7749194;7749194.1;12868;33640;36816;(112,447);(467,57);561.64884491;529.0231828471999;random512-10-1.map
1402;True;AnyaSearch;7559370;7559370.6;12747;33363;36653;(151,431);(480,18);563.92092285;529.4765975397295;random512-10-1.map
1403;True;AnyaSearch;8566591;8566591.1;14596;38180;40972;(446,504);(60,142);563.47727203;530.6693558665634;random512-10-1.map
1404;True;AnyaSearch;7230210;7230210.6;12169;31998;34394;(134,61);(510,435);560.20519409;531.5527678305532;random512-10-1.map
1405;True;AnyaSearch;6247967;6247967.2;10225;27217;30732;(65,504);(278,29);563.22748871;521.4430295130657;random512-10-1.map
1406;True;AnyaSearch;14747169;14747169.5;25266;65984;68992;(322,444);(47,0);562.00923462;524.4413473404845;random512-10-1.map
1407;True;AnyaSearch;7407418;7407418.5;12291;32038;35788;(317,498);(128,16);560.87214966;518.6059251729237;random512-10-1.map
1408;True;AnyaSearch;9051084;9051084.1;15402;40386;44516;(359,7);(74,442);560.90872955;521.3272595165879;random512-10-1.map
1409;True;AnyaSearch;2350213;2350213.2;3898;10123;11890;(494,333);(38,84);560.31074981;520.1823318490674;random512-10-1.map
1410;True;AnyaSearch;5507064;5507064.9;9881;25886;28255;(42,509);(426,147);560.89148559;529.3386881286099;random512-10-1.map
1411;True;AnyaSearch;6986585;6986585.0;12138;31650;35114;(465,502);(146,77);564.16356353;532.3543255060619;random512-10-1.map
1412;True;AnyaSearch;6209877;6209877.0;10464;27676;30997;(160,17);(443,463);565.5655838;529.0843666130552;random512-10-1.map
1413;True;AnyaSearch;5428407;5428407.1;9217;24168;26438;(57,491);(450,130);567.13412628;534.9784287992911;random512-10-1.map
1414;True;AnyaSearch;6574931;6574931.0;10997;28962;30669;(30,389);(448,54);566.71991272;536.8603514185112;random512-10-1.map
1415;True;AnyaSearch;6001294;6001294.1;9796;25594;29171;(466,508);(165,70);567.36457367;532.4609137296023;random512-10-1.map
1416;True;AnyaSearch;4861713;4861713.6;8528;22194;23856;(467,119);(3,365);567.06810913;526.4335193062893;random512-10-1.map
1417;True;AnyaSearch;10264129;10264129.2;17373;45056;48523;(59,43);(354,479);564.05086517;528.0074681046957;random512-10-1.map
1418;True;AnyaSearch;7002900;7002900.5;12268;32064;34079;(484,444);(55,138);564.53614654;528.1881132840305;random512-10-1.map
1419;True;AnyaSearch;5423802;5423802.7;8879;23629;25968;(438,37);(31,380);564.30569915;533.4301839362414;random512-10-1.map
