exp;path_found;alg;wallt_micro;runt_micro;expanded;generated;heapops;start;target;gridcost;realcost;map
6596;True;AnyaSearch;2068885;2068885.0;6059;6068;12126;(335,99);(85,178);2639.0;2004.4043317789192;maze512-1-0.map
6597;True;AnyaSearch;2299185;2299185.1;7118;7141;14258;(67,109);(259,336);2637.0;1996.351869723013;maze512-1-0.map
6598;True;AnyaSearch;6619499;6619499.8;19238;19305;38542;(91,67);(11,341);2638.0;2012.9570968689072;maze512-1-0.map
6599;True;AnyaSearch;7758498;7758498.7;22215;22269;44483;(501,409);(289,139);2638.0;2001.8654625433412;maze512-1-0.map
6600;True;AnyaSearch;8769710;8769710.5;25076;25102;50177;(77,329);(499,495);2636.0;2011.1252732295568;maze512-1-0.map
6601;True;AnyaSearch;9525920;9525920.0;27065;27132;54196;(143,175);(439,56);2643.0;2008.1873165228935;maze512-1-0.map
6602;True;AnyaSearch;11070286;11070286.6;32038;32070;64107;(221,281);(9,57);2640.0;1986.8065357794494;maze512-1-0.map
6603;True;AnyaSearch;9397640;9397640.5;26611;26646;53256;(121,425);(224,27);2641.0;1994.6844843731487;maze512-1-0.map
6604;True;AnyaSearch;11361252;11361252.5;33083;33120;66202;(187,121);(164,443);2643.0;2014.0555316472635;maze512-1-0.map
6605;True;AnyaSearch;3028632;3028632.9;8683;8722;17404;(201,32);(283,381);2641.0;2007.198820446995;maze512-1-0.map
6606;True;AnyaSearch;8524625;8524625.4;24389;24440;48828;(319,273);(499,251);2642.0;1998.8871636905844;maze512-1-0.map
6607;True;AnyaSearch;3412205;3412205.3;10002;10059;20060;(431,311);(366,193);2641.0;1982.2457466367919;maze512-1-0.map
6608;True;AnyaSearch;5341055;5341055.8;15811;15874;31684;(473,251);(5,225);2642.0;2013.7861873656507;maze512-1-0.map
6609;True;AnyaSearch;9318358;9318358.5;26967;27006;53972;(115,411);(464,475);2643.0;2010.8585999220195;maze512-1-0.map
6610;True;AnyaSearch;9372821;9372821.3;26980;27011;53990;(323,280);(279,44);2642.0;1994.5116091838372;maze512-1-0.map
6611;True;AnyaSearch;7594867;7594867.9;20928;21022;41949;(113,71);(5,366);2645.0;2020.7108417379636;maze512-1-0.map
6612;True;AnyaSearch;9500986;9500986.1;26420;26458;52877;(49,224);(494,119);2646.0;1998.9431016481933;maze512-1-0.map
6613;True;AnyaSearch;1568586;1568586.4;4555;4582;9136;(447,103);(228,191);2647.0;1985.5505502904675;maze512-1-0.map
6614;True;AnyaSearch;2841448;2841448.0;8746;8780;17525;(374,99);(402,265);2644.0;1988.1679179063085;maze512-1-0.map
6615;True;AnyaSearch;7535226;7535226.9;22033;22089;44121;(477,355);(252,491);2645.0;2004.1977880068573;maze512-1-0.map
6616;True;AnyaSearch;7356006;7356006.8;21711;21766;43476;(415,481);(507,335);2646.0;2011.6845063470685;maze512-1-0.map
6617;True;AnyaSearch;9427360;9427360.4;27742;27776;55517;(337,205);(173,29);2644.0;1986.9259224944076;maze512-1-0.map
6618;True;AnyaSearch;3115151;3115151.6;9519;9555;19073;(331,35);(121,369);2644.0;2000.2847137696308;maze512-1-0.map
6619;True;AnyaSearch;4741820;4741820.6;14033;14083;28115;(197,76);(331,135);2645.0;1985.6850472437882;maze512-1-0.map
6620;True;AnyaSearch;3313471;3313471.0;10098;10158;20255;(507,306);(374,205);2644.0;1991.1662739927608;maze512-1-0.map
6621;True;AnyaSearch;11385190;11385190.3;33866;33900;67765;(252,249);(423,71);2651.0;1986.6414454881728;maze512-1-0.map
6622;True;AnyaSearch;7989576;7989576.9;23589;23615;47203;(430,465);(103,88);2648.0;2016.681661457747;maze512-1-0.map
6623;True;AnyaSearch;5916935;5916935.7;17461;17530;34990;(439,488);(456,317);2648.0;2006.4914095462973;maze512-1-0.map
6624;True;AnyaSearch;6341270;6341270.4;19001;19063;38063;(113,86);(7,253);2651.0;2021.1105646605374;maze512-1-0.map
6625;True;AnyaSearch;3558315;3558315.0;10634;10691;21324;(461,488);(71,217);2651.0;2031.4643292338533;maze512-1-0.map
6626;True;AnyaSearch;4018462;4018462.1;11911;11970;23880;(495,166);(111,392);2648.0;1987.7160653864532;maze512-1-0.map
6627;True;AnyaSearch;4541357;4541357.6;13607;13675;27281;(309,93);(299,445);2650.0;2001.2161866799383;maze512-1-0.map
6628;True;AnyaSearch;5895600;5895600.0;17650;17709;35358;(123,85);(25,263);2648.0;2020.2476131244443;maze512-1-0.map
6629;True;AnyaSearch;3525707;3525707.8;10355;10413;20767;(493,315);(91,223);2650.0;2011.6312271707527;maze512-1-0.map
